365249.217877, 4385570.498374
365243.35743499995, 4385053.430597
365426.530377, 4385365.498374
365348.499127, 4385368.498374
365282.311627, 4385637.498374
365215.561627, 4385409.998374
365192.092877, 4385535.998374
365384.749128, 4385275.498374
365743.857538, 4385324.773607
365238.936628, 4385304.4983749995
365203.811627, 4385476.498374
365485.092877, 4385390.498374
365374.686627, 4385641.998374
365234.592878, 4385322.4983749995
365324.249128, 4385085.9983749995
365433.717878, 4385148.9983749995
365032.655378, 4385262.9983749995
365356.561628, 4385334.998374
365677.249127, 4385296.498374
365554.374128, 4385234.998374
365315.311628, 4385102.4983749995
365299.717878, 4385134.4983749995
