365176.249127, 4385615.498374
364803.311628, 4385460.4983749995
364922.905378, 4385374.9983749995
364672.155378, 4385461.4983749995
364832.655378, 4385344.4983749995
364853.999128, 4385275.4983749995
364797.124128, 4385096.9983749995
364865.967878, 4385234.4983749995
364851.999128, 4384926.998376
364830.217878, 4385386.9983749995
364999.811628, 4385434.9983749995
364815.061628, 4385426.9983749995
365067.061627, 4385448.498374
364792.874128, 4385498.9983749995
364934.874128, 4385420.9983749995
364702.311628, 4385470.4983749995
364987.499127, 4385492.998374
364945.686628, 4385303.9983749995
364749.590591, 4385361.5715459995
364817.186628, 4385422.9983749995
365057.061627, 4385506.998374
